geoid,Zip,Total,Owned,Rent
86000US93514,93514,6159,4067,2092
86000US93516,93516,986,539,447
86000US93517,93517,232,226,6
86000US93518,93518,425,318,107
86000US93519,93519,22,22,0
86000US93522,93522,43,43,0
86000US93523,93523,1141,220,921
86000US93524,93524,0,0,0
86000US93526,93526,288,196,92
86000US93527,93527,675,492,183
86000US93528,93528,80,30,50
86000US93529,93529,200,161,39
86000US93530,93530,15,15,0
86000US93531,93531,129,103,26
86000US93532,93532,1039,776,263
86000US93534,93534,13943,4664,9279
86000US93535,93535,20976,11795,9181
86000US93536,93536,21529,14617,6912
86000US93541,93541,146,91,55
86000US93543,93543,3711,2428,1283
86000US93544,93544,521,472,49
86000US93545,93545,829,469,360
86000US93546,93546,3080,1599,1481
86000US93549,93549,112,89,23
86000US93550,93550,21577,11367,10210
86000US93551,93551,15932,12232,3700
86000US93552,93552,9972,7535,2437
86000US93553,93553,724,541,183
86000US93554,93554,56,47,9
86000US93555,93555,12980,8464,4516
86000US93558,93558,31,15,16
86000US93560,93560,6969,4361,2608
86000US93561,93561,11574,8704,2870
86000US93562,93562,756,391,365
86000US93563,93563,127,90,37
86000US93591,93591,1886,1328,558
86000US93592,93592,49,26,23
86000US93601,93601,652,491,161
86000US93602,93602,1499,1289,210
86000US93603,93603,73,46,27
86000US93604,93604,310,295,15
86000US93605,93605,53,17,36
86000US93606,93606,221,123,98
86000US93608,93608,270,126,144
86000US93609,93609,1538,803,735
86000US93610,93610,4891,2481,2410
86000US93611,93611,15615,11345,4270
86000US93612,93612,13606,4883,8723
86000US93614,93614,4562,3996,566
86000US93615,93615,1521,676,845
86000US93616,93616,686,369,317
86000US93618,93618,8074,4221,3853
86000US93619,93619,12342,10641,1701
86000US93620,93620,2826,1723,1103
86000US93621,93621,64,33,31
86000US93622,93622,2820,1149,1671
86000US93623,93623,58,58,0
86000US93624,93624,218,6,212
86000US93625,93625,2350,1191,1159
86000US93626,93626,722,605,117
86000US93627,93627,39,0,39
86000US93628,93628,87,38,49
86000US93630,93630,5341,2696,2645
86000US93631,93631,5350,3459,1891
86000US93633,93633,0,0,0
86000US93634,93634,2,2,0
86000US93635,93635,11353,6248,5105
86000US93636,93636,4044,3611,433
86000US93637,93637,12305,7111,5194
86000US93638,93638,12275,6330,5945
86000US93640,93640,2847,1012,1835
86000US93641,93641,113,91,22
86000US93643,93643,1257,1003,254
86000US93644,93644,3543,2545,998
86000US93645,93645,88,88,0
86000US93646,93646,2786,1149,1637
86000US93647,93647,2889,1415,1474
86000US93648,93648,4299,1827,2472
86000US93650,93650,1308,599,709
86000US93651,93651,713,621,92
86000US93652,93652,103,37,66
86000US93653,93653,530,474,56
86000US93654,93654,8753,5682,3071
86000US93656,93656,1670,883,787
86000US93657,93657,10529,6560,3969
86000US93660,93660,1120,412,708
86000US93662,93662,8496,4916,3580
86000US93664,93664,210,167,43
86000US93665,93665,250,214,36
86000US93666,93666,231,39,192
86000US93667,93667,875,680,195
86000US93668,93668,359,203,156
86000US93669,93669,80,47,33
86000US93673,93673,184,99,85
86000US93675,93675,1286,1158,128
86000US93701,93701,3376,495,2881
86000US93702,93702,11894,4080,7814
86000US93703,93703,9889,3721,6168
86000US93704,93704,11302,6034,5268
86000US93705,93705,12109,4990,7119
86000US93706,93706,11087,4430,6657
86000US93710,93710,11238,4487,6751
86000US93711,93711,15945,9401,6544
86000US93720,93720,17979,10295,7684
86000US93721,93721,2000,227,1773
86000US93722,93722,24718,14039,10679
86000US93723,93723,3836,3104,732
86000US93725,93725,6666,3547,3119
86000US93726,93726,14130,5454,8676
86000US93727,93727,24224,13907,10317
86000US93728,93728,5781,2350,3431
86000US93730,93730,4223,3159,1064
86000US93901,93901,9690,4059,5631
86000US93905,93905,12899,4952,7947
86000US93906,93906,16920,8860,8060
86000US93907,93907,7235,5207,2028
86000US93908,93908,4514,3681,833
86000US93920,93920,485,95,390
86000US93921,93921,1674,1007,667
86000US93923,93923,5489,4243,1246
86000US93924,93924,2550,1891,659
86000US93925,93925,420,166,254
86000US93926,93926,2315,1100,1215
86000US93927,93927,4133,1883,2250
86000US93928,93928,17,0,17
86000US93930,93930,4255,2163,2092
86000US93932,93932,260,135,125
86000US93933,93933,8838,3560,5278
86000US93940,93940,13044,5559,7485
86000US93943,93943,0,0,0
86000US93950,93950,6845,3254,3591
86000US93953,93953,1750,1455,295
86000US93954,93954,100,42,58
86000US93955,93955,10606,4280,6326
86000US93960,93960,4081,2412,1669
86000US93962,93962,142,75,67
86000US94002,94002,10380,6308,4072
86000US94005,94005,1836,1354,482
86000US94010,94010,16037,9460,6577
86000US94014,94014,14028,8169,5859
86000US94015,94015,20052,11199,8853
86000US94019,94019,7328,5124,2204
86000US94020,94020,607,436,171
86000US94021,94021,61,14,47
86000US94022,94022,7165,5776,1389
86000US94024,94024,7845,6979,866
86000US94025,94025,14964,9172,5792
86000US94027,94027,2313,2132,181
86000US94028,94028,2543,2056,487
86000US94030,94030,8047,5161,2886
86000US94037,94037,1064,905,159
86000US94038,94038,1110,857,253
86000US94040,94040,14444,6016,8428
86000US94041,94041,6368,2008,4360
86000US94043,94043,13024,5965,7059
86000US94044,94044,13954,9591,4363
86000US94060,94060,318,239,79
86000US94061,94061,13894,7113,6781
86000US94062,94062,10248,7537,2711
86000US94063,94063,10092,3596,6496
86000US94065,94065,5192,3593,1599
86000US94066,94066,14807,8546,6261
86000US94070,94070,11638,8459,3179
86000US94074,94074,94,74,20
86000US94080,94080,21204,12974,8230
86000US94085,94085,8361,3124,5237
86000US94086,94086,19461,6377,13084
86000US94087,94087,20180,11559,8621
86000US94089,94089,8101,4913,3188
86000US94102,94102,17841,1478,16363
86000US94103,94103,14841,2310,12531
86000US94104,94104,272,36,236
86000US94105,94105,4908,2096,2812
86000US94107,94107,13961,5632,8329
86000US94108,94108,7833,805,7028
86000US94109,94109,33108,5301,27807
86000US94110,94110,27736,10001,17735
86000US94111,94111,2160,459,1701
86000US94112,94112,23266,14961,8305
86000US94114,94114,16860,7642,9218
86000US94115,94115,17208,4641,12567
86000US94116,94116,16247,11174,5073
86000US94117,94117,18204,5505,12699
86000US94118,94118,17657,6229,11428
86000US94121,94121,17641,7760,9881
86000US94122,94122,23141,11310,11831
86000US94123,94123,13918,3629,10289
86000US94124,94124,11041,5694,5347
86000US94127,94127,7532,5995,1537
86000US94128,94128,0,0,0
86000US94129,94129,1288,11,1277
86000US94130,94130,595,0,595
86000US94131,94131,13284,7392,5892
86000US94132,94132,10280,4408,5872
86000US94133,94133,12995,2491,10504
86000US94134,94134,12044,7289,4755
86000US94158,94158,3812,1026,2786
86000US94301,94301,7177,3668,3509
86000US94303,94303,14004,7474,6530
86000US94304,94304,1845,241,1604
86000US94305,94305,3459,964,2495
86000US94306,94306,10676,5964,4712
86000US94401,94401,12459,6076,6383
86000US94402,94402,9623,6561,3062
86000US94403,94403,16382,9092,7290
86000US94404,94404,14260,8249,6011
86000US94501,94501,25347,10454,14893
86000US94502,94502,5018,3991,1027
86000US94503,94503,5442,4211,1231
86000US94505,94505,5473,4423,1050
86000US94506,94506,8279,7372,907
86000US94507,94507,5335,4990,345
86000US94508,94508,1073,592,481
86000US94509,94509,21586,11793,9793
86000US94510,94510,11179,7952,3227
86000US94511,94511,885,742,143
86000US94512,94512,16,16,0
86000US94513,94513,20386,15403,4983
86000US94514,94514,447,331,116
86000US94515,94515,2970,1838,1132
86000US94516,94516,66,46,20
86000US94517,94517,4731,4376,355
86000US94518,94518,10539,7178,3361
86000US94519,94519,6949,4820,2129
86000US94520,94520,13531,4501,9030
86000US94521,94521,16088,11374,4714
86000US94523,94523,13863,8796,5067
86000US94525,94525,1404,708,696
86000US94526,94526,12233,10183,2050
86000US94528,94528,163,163,0
86000US94530,94530,10202,6025,4177
86000US94531,94531,12507,8763,3744
86000US94533,94533,23867,12658,11209
86000US94534,94534,12979,9883,3096
86000US94535,94535,1057,15,1042
86000US94536,94536,24517,14080,10437
86000US94538,94538,22095,10320,11775
86000US94539,94539,16317,13527,2790
86000US94541,94541,21713,9405,12308
86000US94542,94542,4330,2860,1470
86000US94544,94544,22991,10839,12152
86000US94545,94545,9340,6495,2845
86000US94546,94546,16325,10780,5545
86000US94547,94547,8098,6525,1573
86000US94548,94548,197,146,51
86000US94549,94549,10869,8101,2768
86000US94550,94550,18036,13187,4849
86000US94551,94551,15530,11163,4367
86000US94552,94552,5112,4584,528
86000US94553,94553,18949,12711,6238
86000US94555,94555,11545,7947,3598
86000US94556,94556,5949,4821,1128
86000US94558,94558,24302,16349,7953
86000US94559,94559,10211,5015,5196
86000US94560,94560,13677,9466,4211
86000US94561,94561,12216,9346,2870
86000US94563,94563,7071,6341,730
86000US94564,94564,6666,4629,2037
86000US94565,94565,27947,15735,12212
86000US94566,94566,16434,11839,4595
86000US94567,94567,251,169,82
86000US94568,94568,18310,11676,6634
86000US94569,94569,108,24,84
86000US94571,94571,4555,3648,907
86000US94572,94572,3329,2033,1296
86000US94573,94573,10,0,10
86000US94574,94574,3614,2276,1338
86000US94575,94575,0,0,0
86000US94576,94576,38,30,8
86000US94577,94577,17193,9304,7889
86000US94578,94578,14538,5676,8862
86000US94579,94579,7052,5140,1912
86000US94580,94580,8917,6157,2760
86000US94582,94582,13620,9566,4054
86000US94583,94583,12003,8723,3280
86000US94585,94585,9395,5639,3756
86000US94586,94586,317,243,74
86000US94587,94587,21484,13839,7645
86000US94588,94588,12551,8517,4034
86000US94589,94589,9643,5823,3820
86000US94590,94590,14557,5465,9092
86000US94591,94591,18658,12130,6528
86000US94592,94592,308,231,77
86000US94595,94595,9628,8100,1528
86000US94596,94596,9736,4024,5712
86000US94597,94597,10388,5015,5373
86000US94598,94598,10247,7816,2431
86000US94599,94599,1418,986,432
86000US94601,94601,15430,4880,10550
86000US94602,94602,11854,6790,5064
86000US94603,94603,9901,4540,5361
86000US94605,94605,15951,8973,6978
86000US94606,94606,15201,2901,12300
86000US94607,94607,11300,3492,7808
86000US94608,94608,14114,5144,8970
86000US94609,94609,9740,2804,6936
86000US94610,94610,15327,5626,9701
86000US94611,94611,17494,10482,7012
86000US94612,94612,8788,733,8055
86000US94613,94613,4,0,4
86000US94618,94618,7285,4702,2583
86000US94619,94619,9063,5967,3096
86000US94621,94621,9602,3123,6479
86000US94702,94702,7466,3381,4085
86000US94703,94703,8729,3683,5046
86000US94704,94704,7998,853,7145
86000US94705,94705,5805,3254,2551
86000US94706,94706,7905,3732,4173
86000US94707,94707,4861,4071,790
86000US94708,94708,4812,4106,706
86000US94709,94709,5004,1428,3576
86000US94710,94710,2936,1004,1932
86000US94720,94720,22,22,0
86000US94801,94801,9263,4068,5195
86000US94803,94803,9400,6780,2620
86000US94804,94804,14419,6519,7900
86000US94805,94805,5299,3285,2014
86000US94806,94806,19773,9172,10601
86000US94850,94850,0,0,0
86000US94901,94901,15679,7082,8597
86000US94903,94903,12139,8450,3689
86000US94904,94904,5355,3433,1922
86000US94920,94920,5355,3773,1582
86000US94922,94922,230,145,85
86000US94923,94923,500,303,197
86000US94924,94924,562,351,211
86000US94925,94925,3893,2697,1196
86000US94928,94928,15998,8438,7560
86000US94929,94929,76,43,33
86000US94930,94930,3810,2631,1179
86000US94931,94931,3229,1924,1305
86000US94933,94933,289,156,133
86000US94937,94937,417,216,201
86000US94938,94938,330,278,52
86000US94939,94939,3307,1699,1608
86000US94940,94940,93,77,16
86000US94941,94941,13429,9167,4262
86000US94945,94945,7306,4822,2484
86000US94946,94946,288,220,68
86000US94947,94947,10358,7831,2527
86000US94949,94949,7202,4528,2674
86000US94950,94950,63,35,28
86000US94951,94951,1811,1316,495
86000US94952,94952,13726,8218,5508
86000US94954,94954,13754,9334,4420
86000US94956,94956,657,332,325
86000US94957,94957,474,404,70
86000US94960,94960,6380,4874,1506
86000US94963,94963,172,150,22
86000US94964,94964,97,11,86
86000US94965,94965,5905,2827,3078
86000US94970,94970,360,223,137
86000US94971,94971,144,88,56
86000US94972,94972,12,12,0
86000US94973,94973,751,593,158
86000US95002,95002,560,393,167
86000US95003,95003,10153,7550,2603
86000US95004,95004,1252,942,310
86000US95005,95005,2787,2036,751
86000US95006,95006,3991,3003,988
86000US95007,95007,286,238,48
86000US95008,95008,18256,9415,8841
86000US95010,95010,4095,2007,2088
86000US95012,95012,2482,1069,1413
86000US95013,95013,28,12,16
86000US95014,95014,21378,12625,8753
86000US95017,95017,260,160,100
86000US95018,95018,2856,2212,644
86000US95019,95019,2277,772,1505
86000US95020,95020,18743,11632,7111
86000US95023,95023,15429,9948,5481
86000US95030,95030,5070,3663,1407
86000US95032,95032,9836,6819,3017
86000US95033,95033,3608,3030,578
86000US95035,95035,22688,14705,7983
86000US95037,95037,17265,12611,4654
86000US95039,95039,349,237,112
86000US95041,95041,82,28,54
86000US95043,95043,277,168,109
86000US95045,95045,1378,710,668
86000US95046,95046,1755,1228,527
86000US95050,95050,14270,4752,9518
86000US95051,95051,21161,10274,10887
86000US95053,95053,8,8,0
86000US95054,95054,8360,3669,4691
86000US95060,95060,18617,9464,9153
86000US95062,95062,15106,7852,7254
86000US95064,95064,473,177,296
86000US95065,95065,3199,2234,965
86000US95066,95066,5644,3968,1676
86000US95070,95070,11091,9418,1673
86000US95073,95073,3926,2892,1034
86000US95075,95075,153,93,60
86000US95076,95076,23480,12538,10942
86000US95110,95110,6377,2431,3946
86000US95111,95111,15783,9313,6470
86000US95112,95112,20316,5879,14437
86000US95113,95113,1115,180,935
86000US95116,95116,14407,5395,9012
86000US95117,95117,10722,4000,6722
86000US95118,95118,11265,7551,3714
86000US95119,95119,3263,2433,830
86000US95120,95120,12516,11124,1392
86000US95121,95121,9709,7060,2649
86000US95122,95122,12741,6381,6360
86000US95123,95123,22645,14371,8274
86000US95124,95124,17057,12655,4402
86000US95125,95125,20966,13599,7367
86000US95126,95126,14939,5008,9931
86000US95127,95127,16567,10929,5638
86000US95128,95128,13785,5562,8223
86000US95129,95129,13875,8399,5476
86000US95130,95130,5137,3067,2070
86000US95131,95131,9528,6215,3313
86000US95132,95132,12127,8877,3250
86000US95133,95133,8648,4996,3652
86000US95134,95134,11419,1885,9534
86000US95135,95135,7450,6372,1078
86000US95136,95136,15767,9110,6657
86000US95138,95138,6172,5338,834
86000US95139,95139,2249,1766,483
86000US95140,95140,79,44,35
86000US95148,95148,12092,9888,2204
86000US95202,95202,2850,134,2716
86000US95203,95203,5498,1955,3543
86000US95204,95204,11186,5730,5456
86000US95205,95205,10855,4519,6336
86000US95206,95206,17277,8788,8489
86000US95207,95207,18222,6972,11250
86000US95209,95209,13121,8755,4366
86000US95210,95210,11805,5278,6527
86000US95211,95211,0,0,0
86000US95212,95212,7038,5097,1941
86000US95215,95215,6795,3988,2807
86000US95219,95219,10895,5999,4896
86000US95220,95220,2547,1790,757
86000US95222,95222,2380,1560,820
86000US95223,95223,1363,1060,303
86000US95224,95224,125,113,12
86000US95225,95225,161,61,100
86000US95226,95226,16,0,16
86000US95227,95227,261,182,79
86000US95228,95228,1731,1526,205
86000US95230,95230,183,91,92
86000US95231,95231,801,317,484
86000US95232,95232,80,80,0
86000US95233,95233,198,133,65
86000US95234,95234,26,0,26
86000US95236,95236,1532,1046,486
86000US95237,95237,1250,888,362
86000US95240,95240,16319,8002,8317
86000US95242,95242,10046,6379,3667
86000US95245,95245,774,621,153
86000US95246,95246,609,469,140
86000US95247,95247,1769,1445,324
86000US95248,95248,94,80,14
86000US95249,95249,1571,984,587
86000US95250,95250,0,0,0
86000US95251,95251,258,227,31
86000US95252,95252,5011,4125,886
86000US95254,95254,431,431,0
86000US95255,95255,670,487,183
86000US95257,95257,190,131,59
86000US95258,95258,1501,1151,350
86000US95301,95301,11611,6654,4957
86000US95303,95303,316,121,195
86000US95304,95304,3734,2659,1075
86000US95305,95305,17,0,17
86000US95306,95306,492,377,115
86000US95307,95307,12408,7409,4999
86000US95310,95310,992,652,340
86000US95311,95311,841,694,147
86000US95312,95312,91,62,29
86000US95313,95313,447,224,223
86000US95314,95314,0,0,0
86000US95315,95315,3636,2356,1280
86000US95316,95316,2114,1547,567
86000US95317,95317,270,101,169
86000US95318,95318,127,20,107
86000US95319,95319,569,225,344
86000US95320,95320,4530,3033,1497
86000US95321,95321,1669,1219,450
86000US95322,95322,3288,1932,1356
86000US95323,95323,392,232,160
86000US95324,95324,2757,1686,1071
86000US95325,95325,47,34,13
86000US95326,95326,3371,2109,1262
86000US95327,95327,2447,1957,490
86000US95328,95328,1219,715,504
86000US95329,95329,1062,787,275
86000US95330,95330,5453,3871,1582
86000US95333,95333,823,562,261
86000US95334,95334,4532,2374,2158
86000US95335,95335,109,23,86
86000US95336,95336,15429,8962,6467
86000US95337,95337,11538,7255,4283
86000US95338,95338,4843,3353,1490
86000US95340,95340,11964,6306,5658
86000US95341,95341,8365,3499,4866
86000US95345,95345,394,232,162
86000US95346,95346,726,484,242
86000US95348,95348,10895,4144,6751
86000US95350,95350,19826,9855,9971
86000US95351,95351,13330,5895,7435
86000US95354,95354,8818,4201,4617
86000US95355,95355,21291,12817,8474
86000US95356,95356,11628,7345,4283
86000US95357,95357,3602,2598,1004
86000US95358,95358,8973,5172,3801
86000US95360,95360,3830,2420,1410
86000US95361,95361,12020,7593,4427
86000US95363,95363,7273,4577,2696
86000US95364,95364,0,0,0
86000US95365,95365,1324,721,603
86000US95366,95366,5944,4177,1767
86000US95367,95367,7360,5128,2232
86000US95368,95368,4061,2808,1253
86000US95369,95369,374,180,194
86000US95370,95370,11877,7940,3937
86000US95372,95372,826,678,148
86000US95374,95374,527,278,249
86000US95375,95375,0,0,0
86000US95376,95376,15783,8803,6980
86000US95377,95377,9025,6514,2511
86000US95379,95379,1492,930,562
86000US95380,95380,14121,6460,7661
86000US95382,95382,13344,7942,5402
86000US95383,95383,1811,1409,402
86000US95385,95385,176,73,103
86000US95386,95386,2976,2034,942
86000US95387,95387,167,20,147
86000US95388,95388,3968,2068,1900
86000US95389,95389,266,45,221
86000US95391,95391,4399,3173,1226
86000US95401,95401,13505,7145,6360
86000US95403,95403,16532,8772,7760
86000US95404,95404,16294,9155,7139
86000US95405,95405,8369,4932,3437
86000US95407,95407,12702,6522,6180
86000US95409,95409,12176,7832,4344
86000US95410,95410,477,308,169
86000US95412,95412,152,117,35
86000US95415,95415,414,200,214
86000US95417,95417,157,107,50
86000US95420,95420,227,160,67
86000US95421,95421,732,531,201
86000US95422,95422,6129,3051,3078
86000US95423,95423,1679,1205,474
86000US95425,95425,3935,2631,1304
86000US95426,95426,591,456,135
86000US95427,95427,126,67,59
86000US95428,95428,947,657,290
86000US95429,95429,64,64,0
86000US95430,95430,7,0,7
86000US95431,95431,0,0,0
86000US95432,95432,240,137,103
86000US95435,95435,14,14,0
86000US95436,95436,2852,2058,794
86000US95437,95437,5872,3382,2490
86000US95439,95439,232,112,120
86000US95441,95441,670,333,337
86000US95442,95442,1381,853,528
86000US95443,95443,139,36,103
86000US95444,95444,244,158,86
86000US95445,95445,1034,853,181
86000US95446,95446,2418,1548,870
86000US95448,95448,6893,4382,2511
86000US95449,95449,508,242,266
86000US95450,95450,160,69,91
86000US95451,95451,4724,3582,1142
86000US95452,95452,481,464,17
86000US95453,95453,4618,2986,1632
86000US95454,95454,1147,791,356
86000US95456,95456,437,286,151
86000US95457,95457,1347,1092,255
86000US95458,95458,1206,770,436
86000US95459,95459,232,176,56
86000US95460,95460,1129,744,385
86000US95461,95461,1037,625,412
86000US95462,95462,622,454,168
86000US95463,95463,89,73,16
86000US95464,95464,963,679,284
86000US95465,95465,1027,803,224
86000US95466,95466,333,140,193
86000US95467,95467,2284,1684,600
86000US95468,95468,599,322,277
86000US95469,95469,779,425,354
86000US95470,95470,2016,1461,555
86000US95471,95471,261,130,131
86000US95472,95472,12565,8514,4051
86000US95476,95476,15296,9906,5390
86000US95482,95482,11396,6154,5242
86000US95485,95485,1058,874,184
86000US95486,95486,56,17,39
86000US95488,95488,107,62,45
86000US95490,95490,5340,3066,2274
86000US95492,95492,10056,7537,2519
86000US95493,95493,123,93,30
86000US95494,95494,47,20,27
86000US95497,95497,601,483,118
86000US95501,95501,9870,4082,5788
86000US95503,95503,9863,6618,3245
86000US95511,95511,116,89,27
86000US95514,95514,56,56,0
86000US95519,95519,7333,4754,2579
86000US95521,95521,8567,3872,4695
86000US95524,95524,757,594,163
86000US95525,95525,661,396,265
86000US95526,95526,124,96,28
86000US95527,95527,309,252,57
86000US95528,95528,493,391,102
86000US95531,95531,8337,5119,3218
86000US95536,95536,1079,568,511
86000US95537,95537,189,114,75
86000US95540,95540,5395,3108,2287
86000US95542,95542,1024,594,430
86000US95543,95543,267,216,51
86000US95545,95545,36,36,0
86000US95546,95546,1219,864,355
86000US95547,95547,436,316,120
86000US95548,95548,425,254,171
86000US95549,95549,364,293,71
86000US95550,95550,32,5,27
86000US95551,95551,572,333,239
86000US95552,95552,315,244,71
86000US95553,95553,469,244,225
86000US95554,95554,120,95,25
86000US95555,95555,148,69,79
86000US95556,95556,248,177,71
86000US95558,95558,198,150,48
86000US95559,95559,50,19,31
86000US95560,95560,570,303,267
86000US95562,95562,1405,785,620
86000US95563,95563,312,187,125
86000US95564,95564,165,40,125
86000US95565,95565,301,59,242
86000US95567,95567,770,526,244
86000US95568,95568,78,60,18
86000US95569,95569,134,101,33
86000US95570,95570,1021,803,218
86000US95571,95571,121,94,27
86000US95573,95573,665,383,282
86000US95585,95585,224,139,85
86000US95587,95587,39,39,0
86000US95589,95589,503,385,118
86000US95595,95595,70,61,9
86000US95601,95601,64,30,34
86000US95602,95602,7069,5306,1763
86000US95603,95603,11851,7757,4094
86000US95604,95604,53,41,12
86000US95605,95605,4925,1816,3109
86000US95606,95606,99,51,48
86000US95607,95607,147,147,0
86000US95608,95608,25109,13690,11419
86000US95610,95610,17670,8601,9069
86000US95612,95612,406,253,153
86000US95614,95614,1534,1361,173
86000US95615,95615,289,80,209
86000US95616,95616,17381,6109,11272
86000US95618,95618,9571,5528,4043
86000US95619,95619,2030,1497,533
86000US95620,95620,6660,4472,2188
86000US95621,95621,16303,10540,5763
86000US95623,95623,1479,1264,215
86000US95624,95624,19612,15009,4603
86000US95625,95625,59,9,50
86000US95626,95626,1999,1558,441
86000US95627,95627,1209,795,414
86000US95628,95628,16087,11087,5000
86000US95629,95629,281,195,86
86000US95630,95630,27251,19075,8176
86000US95631,95631,2582,2050,532
86000US95632,95632,9716,6987,2729
86000US95633,95633,1306,1265,41
86000US95634,95634,1386,1022,364
86000US95635,95635,392,361,31
86000US95636,95636,451,451,0
86000US95637,95637,83,36,47
86000US95638,95638,750,703,47
86000US95639,95639,109,44,65
86000US95640,95640,2938,2244,694
86000US95641,95641,732,477,255
86000US95642,95642,2991,2091,900
86000US95645,95645,616,320,296
86000US95646,95646,27,6,21
86000US95648,95648,19420,15449,3971
86000US95650,95650,5161,4214,947
86000US95651,95651,280,236,44
86000US95652,95652,173,0,173
86000US95653,95653,137,109,28
86000US95655,95655,1367,1075,292
86000US95658,95658,2727,2235,492
86000US95659,95659,360,209,151
86000US95660,95660,10671,5484,5187
86000US95661,95661,12084,7312,4772
86000US95662,95662,12055,8692,3363
86000US95663,95663,883,790,93
86000US95664,95664,537,387,150
86000US95665,95665,1764,1438,326
86000US95666,95666,2312,1988,324
86000US95667,95667,14222,11032,3190
86000US95668,95668,279,193,86
86000US95669,95669,853,677,176
86000US95670,95670,20519,11258,9261
86000US95672,95672,1842,1608,234
86000US95673,95673,4839,3464,1375
86000US95674,95674,290,211,79
86000US95675,95675,215,160,55
86000US95677,95677,9153,6181,2972
86000US95678,95678,16437,8964,7473
86000US95679,95679,26,26,0
86000US95680,95680,10,10,0
86000US95681,95681,354,271,83
86000US95682,95682,11010,8239,2771
86000US95683,95683,2543,2323,220
86000US95684,95684,1344,1064,280
86000US95685,95685,1968,1347,621
86000US95686,95686,371,186,185
86000US95687,95687,22429,13473,8956
86000US95688,95688,13234,8681,4553
86000US95689,95689,703,646,57
86000US95690,95690,757,413,344
86000US95691,95691,13266,8085,5181
86000US95692,95692,1787,1163,624
86000US95693,95693,2431,1977,454
86000US95694,95694,3594,2342,1252
86000US95695,95695,14625,7768,6857
86000US95697,95697,144,118,26
86000US95698,95698,69,34,35
86000US95699,95699,20,20,0
86000US95701,95701,335,269,66
86000US95703,95703,424,361,63
86000US95709,95709,1929,1694,235
86000US95713,95713,3946,2964,982
86000US95714,95714,207,153,54
86000US95715,95715,40,34,6
86000US95717,95717,70,40,30
86000US95720,95720,37,35,2
86000US95721,95721,15,15,0
86000US95722,95722,1951,1787,164
86000US95724,95724,0,0,0
86000US95726,95726,3343,2641,702
86000US95728,95728,103,75,28
86000US95735,95735,6,6,0
86000US95736,95736,45,0,45
86000US95742,95742,3507,3003,504
86000US95746,95746,8249,7171,1078
86000US95747,95747,22670,17575,5095
86000US95757,95757,13852,10083,3769
86000US95758,95758,21018,14427,6591
86000US95762,95762,14147,12359,1788
86000US95765,95765,12447,8384,4063
86000US95776,95776,7432,4617,2815
86000US95811,95811,3299,636,2663
86000US95814,95814,6425,486,5939
86000US95815,95815,9236,3075,6161
86000US95816,95816,9874,2882,6992
86000US95817,95817,6004,2446,3558
86000US95818,95818,9774,5109,4665
86000US95819,95819,7972,5489,2483
86000US95820,95820,12708,6703,6005
86000US95821,95821,14788,6275,8513
86000US95822,95822,15993,8905,7088
86000US95823,95823,23359,10673,12686
86000US95824,95824,8925,3425,5500
86000US95825,95825,15976,3842,12134
86000US95826,95826,15032,7839,7193
86000US95827,95827,7232,4177,3055
86000US95828,95828,17762,10726,7036
86000US95829,95829,8279,6341,1938
86000US95830,95830,290,271,19
86000US95831,95831,18587,10482,8105
86000US95832,95832,3156,1391,1765
86000US95833,95833,14722,6264,8458
86000US95834,95834,10141,4296,5845
86000US95835,95835,13526,8370,5156
86000US95837,95837,115,84,31
86000US95838,95838,11083,5539,5544
86000US95841,95841,8212,2859,5353
86000US95842,95842,11230,5227,6003
86000US95843,95843,14206,9550,4656
86000US95864,95864,9343,7073,2270
86000US95901,95901,11785,6049,5736
86000US95903,95903,343,0,343
86000US95910,95910,37,37,0
86000US95912,95912,1506,982,524
86000US95914,95914,368,283,85
86000US95915,95915,0,0,0
86000US95916,95916,512,415,97
86000US95917,95917,1147,766,381
86000US95918,95918,1109,929,180
86000US95919,95919,539,429,110
86000US95920,95920,115,89,26
86000US95922,95922,225,178,47
86000US95923,95923,14,14,0
86000US95925,95925,161,101,60
86000US95926,95926,14986,6466,8520
86000US95928,95928,14463,6702,7761
86000US95930,95930,63,43,20
86000US95932,95932,2802,1585,1217
86000US95934,95934,144,109,35
86000US95935,95935,219,98,121
86000US95936,95936,86,39,47
86000US95937,95937,517,382,135
86000US95938,95938,1534,968,566
86000US95939,95939,212,88,124
86000US95941,95941,283,240,43
86000US95942,95942,321,321,0
86000US95943,95943,339,189,150
86000US95944,95944,20,9,11
86000US95945,95945,11136,6347,4789
86000US95946,95946,3950,3234,716
86000US95947,95947,812,655,157
86000US95948,95948,3645,2112,1533
86000US95949,95949,8347,7373,974
86000US95950,95950,126,37,89
86000US95951,95951,856,515,341
86000US95953,95953,3275,2036,1239
86000US95954,95954,5346,4201,1145
86000US95955,95955,523,325,198
86000US95956,95956,135,135,0
86000US95957,95957,316,190,126
86000US95959,95959,7510,5896,1614
86000US95960,95960,352,231,121
86000US95961,95961,8821,5604,3217
86000US95962,95962,617,457,160
86000US95963,95963,5352,3326,2026
86000US95965,95965,6892,3924,2968
86000US95966,95966,11181,7871,3310
86000US95968,95968,486,334,152
86000US95969,95969,11762,8367,3395
86000US95970,95970,237,161,76
86000US95971,95971,2413,1466,947
86000US95973,95973,14041,8542,5499
86000US95974,95974,17,0,17
86000US95975,95975,658,551,107
